"pass" "score_exam" "semester" "gender" "highest_education" "soc_eco_status" "age" "num_of_prev_attempts" "studied_credits" "disability" "wscore_tutor" "wscore_comp" "exercises"
1 78 "Sem2" "M" "HE Qualification" 6 32 0 120 "N" 54.725 0 1128
1 78 "Sem2" "M" "Lower Than A Level" 7 32 0 90 "N" 85.7 0 1688
1 71 "Sem2" "M" "HE Qualification" 8 33 0 60 "N" 76.75 0 1950
1 73 "Sem2" "F" "A Level or Equivalent" 7 33 0 60 "N" 66.95 0 3220
1 78 "Sem2" "M" "Lower Than A Level" 2 32 0 120 "N" 44.4 0 745
1 78 "Sem2" "F" "HE Qualification" 4 32 0 90 "N" 87.45 0 2327
1 96 "Sem2" "F" "Lower Than A Level" 9 29 0 90 "N" 88.575 0 1173
1 82 "Sem2" "M" "HE Qualification" 5 31 0 60 "N" 79.45 0 523
1 71 "Sem2" "F" "A Level or Equivalent" 2 33 0 60 "N" 31.575 0 1788
1 49 "Sem2" "M" "Lower Than A Level" 1 28 0 60 "N" 60.775 0 1027
1 78 "Sem2" "M" "A Level or Equivalent" 6 32 0 60 "N" 84.025 0 2187
1 84 "Sem2" "F" "A Level or Equivalent" 5 30 0 120 "N" 86.6 0 1947
1 78 "Sem2" "M" "Post Graduate Qualification" 1 32 0 70 "N" 91.85 0 2291
1 58 "Sem2" "M" "A Level or Equivalent" 8 39 0 60 "N" 77.925 0 1087
1 71 "Sem2" "F" "A Level or Equivalent" 1 33 0 90 "N" 79.575 0 1165
1 64 "Sem2" "F" "A Level or Equivalent" 4 35 0 60 "Y" 41.775 0 538
1 56 "Sem2" "F" "A Level or Equivalent" 11 43 0 90 "N" 41.725 0 337
1 60 "Sem2" "F" "Lower Than A Level" 4 37 0 120 "N" 87.6 0 1184
1 71 "Sem2" "F" "Lower Than A Level" 1 33 0 60 "N" 78.175 0 1247
1 96 "Sem2" "M" "Lower Than A Level" 9 29 0 90 "N" 77.6 0 3055
1 51 "Sem2" "M" "A Level or Equivalent" 10 27 0 120 "N" 85.075 0 818
1 58 "Sem2" "F" "A Level or Equivalent" 7 39 0 240 "N" 71.075 0 1098
1 82 "Sem2" "F" "A Level or Equivalent" 8 31 0 60 "N" 88.25 0 1073
1 82 "Sem2" "M" "Post Graduate Qualification" 11 31 0 60 "N" 87.675 0 1507
0 36 "Sem2" "M" "HE Qualification" 9 25 0 120 "N" 65.825 0 1232
1 27 "Sem2" "M" "A Level or Equivalent" 8 21 1 60 "N" 52.925 0 965
1 47 "Sem2" "F" "Lower Than A Level" 4 28 2 60 "N" 71.15 0 1113
1 69 "Sem2" "M" "HE Qualification" 11 34 0 60 "N" 52.45 0 1085
1 44 "Sem2" "M" "Lower Than A Level" 7 26 0 60 "N" 56.1 0 483
1 56 "Sem2" "F" "Lower Than A Level" 8 43 0 120 "N" 50.575 0 3630
0 42 "Sem2" "F" "Lower Than A Level" 5 26 0 60 "N" 70.9 0 2669
1 58 "Sem2" "M" "Lower Than A Level" 10 39 0 60 "N" 76.475 0 4476
1 64 "Sem2" "F" "A Level or Equivalent" 7 35 0 60 "Y" 61.725 0 1760
1 31 "Sem2" "M" "HE Qualification" 10 26 0 90 "N" 71.35 0 1465
1 93 "Sem3" "M" "A Level or Equivalent" 10 29 0 60 "N" 92.2 0 1084
1 73 "Sem3" "M" "A Level or Equivalent" 5 33 0 120 "N" 75.725 0 1185
1 87 "Sem3" "M" "A Level or Equivalent" 9 30 0 60 "N" 81.275 0 1427
1 84 "Sem3" "M" "A Level or Equivalent" 1 30 0 60 "N" 84.1 0 3463
1 91 "Sem3" "F" "Lower Than A Level" 7 29 0 60 "N" 58.775 0 3002
1 89 "Sem3" "M" "HE Qualification" 9 30 0 60 "N" 62.725 0 506
1 64 "Sem3" "M" "Lower Than A Level" 3 35 0 60 "N" 74.625 0 977
1 71 "Sem3" "M" "A Level or Equivalent" 10 33 0 60 "N" 73.725 0 1298
1 51 "Sem3" "F" "A Level or Equivalent" 6 26 0 60 "N" 45.75 0 1111
1 87 "Sem3" "M" "A Level or Equivalent" 9 30 0 60 "N" 88.975 0 1070
1 53 "Sem3" "M" "Lower Than A Level" 10 25 0 60 "N" 47.65 0 1769
1 93 "Sem3" "M" "A Level or Equivalent" 4 29 0 60 "N" 65.3 0 1371
1 93 "Sem3" "M" "HE Qualification" 5 29 1 120 "N" 94.225 0 2118
1 76 "Sem3" "M" "Lower Than A Level" 3 32 0 90 "N" 85.65 0 3443
0 40 "Sem3" "F" "A Level or Equivalent" 6 28 1 120 "N" 43.375 0 357
1 53 "Sem3" "M" "A Level or Equivalent" 9 26 0 90 "N" 74.225 0 1435
1 76 "Sem3" "M" "Lower Than A Level" 9 32 0 60 "N" 40.675 0 1919
1 62 "Sem3" "F" "A Level or Equivalent" 7 36 1 240 "Y" 49.15 0 242
1 84 "Sem3" "M" "Lower Than A Level" 4 30 0 120 "N" 79.25 0 1722
1 31 "Sem3" "M" "HE Qualification" 9 26 0 120 "N" 2.3 0 179
0 29 "Sem3" "M" "Lower Than A Level" 2 27 0 90 "N" 24.1 0 1207
1 78 "Sem3" "M" "Lower Than A Level" 3 32 0 60 "N" 83.825 0 1404
1 71 "Sem3" "M" "HE Qualification" 3 33 0 60 "N" 40.25 0 724
0 36 "Sem3" "M" "A Level or Equivalent" 6 21 0 60 "N" 79.325 0 3538
1 67 "Sem3" "F" "A Level or Equivalent" 6 35 0 60 "N" 76.325 0 3070
1 47 "Sem3" "M" "A Level or Equivalent" 4 26 0 120 "N" 60.55 0 1250
1 71 "Sem3" "F" "A Level or Equivalent" 10 33 0 60 "N" 84.425 0 863
1 91 "Sem3" "M" "A Level or Equivalent" 11 29 0 60 "N" 94.05 0 1146
1 73 "Sem3" "M" "A Level or Equivalent" 11 33 1 60 "N" 59.8 0 858
1 89 "Sem3" "F" "A Level or Equivalent" 2 30 0 60 "Y" 78.95 0 1023
1 71 "Sem3" "M" "Lower Than A Level" 5 33 0 130 "N" 66.05 0 710
1 96 "Sem3" "F" "Lower Than A Level" 5 29 0 60 "N" 89.775 0 2908
1 96 "Sem3" "M" "HE Qualification" 5 29 0 90 "N" 87.55 0 1224
1 91 "Sem3" "M" "A Level or Equivalent" 7 29 0 60 "N" 51.85 0 1154
1 84 "Sem3" "M" "A Level or Equivalent" 9 30 0 60 "N" 83.325 0 749
1 58 "Sem3" "M" "Lower Than A Level" 7 39 0 60 "N" 80.825 0 1064
1 62 "Sem3" "M" "A Level or Equivalent" 6 36 0 60 "N" 65.1 0 621
1 78 "Sem3" "F" "A Level or Equivalent" 5 32 0 60 "N" 41.6 0 1893
1 78 "Sem3" "M" "HE Qualification" 2 32 0 60 "N" 63.525 0 545
1 56 "Sem3" "M" "Lower Than A Level" 1 43 0 60 "N" 46.1 0 425
1 87 "Sem3" "M" "HE Qualification" 11 30 0 60 "N" 75.2 0 1241
1 87 "Sem3" "F" "A Level or Equivalent" 10 30 1 120 "N" 72.5 0 2096
1 69 "Sem3" "F" "A Level or Equivalent" 9 34 1 150 "N" 60.55 0 651
1 78 "Sem3" "M" "A Level or Equivalent" 11 32 0 120 "N" 61.525 0 557
1 96 "Sem3" "F" "A Level or Equivalent" 5 29 0 90 "N" 85.225 0 995
1 64 "Sem3" "F" "A Level or Equivalent" 10 35 0 60 "N" 59.725 0 2330
1 69 "Sem3" "M" "A Level or Equivalent" 10 34 0 60 "N" 62.85 0 2620
1 78 "Sem3" "M" "A Level or Equivalent" 11 32 1 120 "N" 47 0 76
1 69 "Sem3" "M" "A Level or Equivalent" 10 34 1 100 "N" 46.575 0 255
1 96 "Sem3" "M" "HE Qualification" 5 29 0 90 "N" 94.475 0 1435
1 38 "Sem3" "F" "Lower Than A Level" 9 26 0 60 "N" 44.175 0 2802
1 98 "Sem3" "F" "A Level or Equivalent" 4 29 1 120 "N" 72.25 0 4531
1 58 "Sem3" "F" "A Level or Equivalent" 6 39 1 60 "N" 78.4 0 1992
1 56 "Sem3" "F" "Lower Than A Level" 6 43 0 60 "N" 44.425 0 470
1 96 "Sem3" "M" "Lower Than A Level" 4 29 1 90 "N" 88.25 0 3008
1 91 "Sem3" "F" "Lower Than A Level" 11 29 0 60 "N" 95.525 0 4295
1 44 "Sem3" "F" "A Level or Equivalent" 6 24 0 60 "N" 60.05 0 2191
1 51 "Sem3" "M" "Lower Than A Level" 2 23 0 60 "N" 35.25 0 4400
1 76 "Sem3" "F" "Lower Than A Level" 7 32 1 120 "Y" 75.925 0 784
1 82 "Sem3" "F" "HE Qualification" 9 31 0 70 "N" 86.725 0 718
1 71 "Sem3" "M" "HE Qualification" 7 33 0 120 "N" 78.5 0 1321
1 82 "Sem3" "F" "A Level or Equivalent" 8 31 0 60 "N" 80.425 0 2936
1 53 "Sem3" "M" "Lower Than A Level" 3 27 0 60 "N" 62.6 0 8105
1 87 "Sem3" "F" "Lower Than A Level" 3 30 0 60 "N" 88.725 0 653
1 80 "Sem3" "M" "Lower Than A Level" 7 31 0 60 "N" 83.15 0 2073
0 4 "Sem3" "F" "A Level or Equivalent" 5 22 2 60 "Y" 63.4 0 1252
1 87 "Sem3" "M" "A Level or Equivalent" 4 30 1 60 "Y" 74.25 0 589
1 84 "Sem3" "F" "A Level or Equivalent" 1 30 0 60 "N" 87.975 0 1727
1 67 "Sem3" "M" "A Level or Equivalent" 8 35 0 90 "N" 51.325 0 496
1 38 "Sem3" "M" "Lower Than A Level" 4 25 1 150 "Y" 41.525 0 1007
1 80 "Sem3" "M" "Post Graduate Qualification" 11 31 0 60 "N" 91.475 0 591
1 96 "Sem3" "F" "A Level or Equivalent" 7 29 0 120 "N" 88.7 0 4403
1 67 "Sem3" "F" "A Level or Equivalent" 8 35 0 60 "N" 80.475 0 1228
1 53 "Sem3" "M" "Lower Than A Level" 2 28 0 60 "N" 54.4 0 1921
1 76 "Sem3" "M" "Lower Than A Level" 8 32 2 120 "N" 68.9 0 2920
1 87 "Sem3" "F" "A Level or Equivalent" 9 30 1 70 "Y" 59.25 0 1366
1 73 "Sem3" "M" "A Level or Equivalent" 10 33 0 60 "N" 79.675 0 512
1 67 "Sem3" "M" "HE Qualification" 1 35 0 60 "N" 75.15 0 1976
1 67 "Sem3" "M" "Lower Than A Level" 10 35 2 120 "N" 74.7 0 684
1 64 "Sem3" "F" "Lower Than A Level" 5 35 0 60 "N" 42.425 0 2189
1 78 "Sem3" "F" "HE Qualification" 5 32 0 60 "Y" 60.5 0 984
1 73 "Sem3" "F" "A Level or Equivalent" 7 33 0 120 "N" 71.7 0 451
1 76 "Sem3" "M" "HE Qualification" 2 32 0 70 "N" 40.6 0 1090
1 84 "Sem3" "F" "Lower Than A Level" 7 30 2 120 "N" 57.325 0 1121
1 47 "Sem3" "F" "Lower Than A Level" 5 20 2 60 "Y" 43.725 0 497
1 51 "Sem3" "M" "A Level or Equivalent" 10 27 0 60 "N" 77.05 0 372
1 87 "Sem3" "M" "Lower Than A Level" 10 30 0 70 "N" 69.175 0 985
1 53 "Sem3" "F" "Lower Than A Level" 1 22 1 120 "N" 41.575 0 493
1 69 "Sem3" "M" "HE Qualification" 1 34 0 60 "N" 69.875 0 911
0 44 "Sem3" "F" "A Level or Equivalent" 7 26 0 60 "N" 58.675 0 1511
1 71 "Sem3" "F" "A Level or Equivalent" 4 33 0 120 "N" 56.625 0 985
1 71 "Sem3" "F" "A Level or Equivalent" 7 33 1 90 "Y" 61.05 0 548
1 56 "Sem3" "M" "Lower Than A Level" 5 43 0 60 "N" 53.9 0 1492
1 36 "Sem3" "M" "A Level or Equivalent" 2 26 0 90 "N" 63.225 0 597
1 60 "Sem3" "M" "A Level or Equivalent" 9 37 0 60 "N" 82.55 0 1130
1 62 "Sem3" "M" "A Level or Equivalent" 11 36 3 90 "N" 43.775 0 1829
1 69 "Sem3" "M" "Lower Than A Level" 5 34 0 60 "N" 47.3 0 929
1 100 "Sem3" "F" "HE Qualification" 6 29 0 60 "N" 91 0 1649
0 27 "Sem3" "M" "A Level or Equivalent" 3 26 0 60 "N" 44.7 0 430
1 67 "Sem3" "F" "A Level or Equivalent" 4 35 0 70 "N" 80.025 0 631
1 49 "Sem3" "F" "A Level or Equivalent" 8 28 0 60 "N" 69.1 0 1054
1 91 "Sem3" "M" "Lower Than A Level" 1 29 0 120 "N" 61.075 0 393
1 73 "Sem3" "F" "A Level or Equivalent" 8 33 1 60 "N" 79.825 0 686
1 87 "Sem3" "M" "Post Graduate Qualification" 11 30 0 60 "N" 77.675 0 2460
1 67 "Sem3" "M" "Lower Than A Level" 2 35 0 60 "N" 80.45 0 2407
1 82 "Sem3" "M" "Lower Than A Level" 2 31 0 60 "N" 0 0 243
0 22 "Sem3" "F" "Lower Than A Level" 3 28 0 60 "N" 52.225 0 676
1 71 "Sem3" "F" "A Level or Equivalent" 11 33 0 120 "N" 77.5 0 1118
1 87 "Sem3" "F" "A Level or Equivalent" 3 30 0 120 "N" 88 0 1093
1 40 "Sem3" "M" "HE Qualification" 4 25 0 60 "N" 59.4 0 584
1 49 "Sem3" "F" "A Level or Equivalent" 6 22 0 160 "N" 59.875 0 542
1 78 "Sem3" "M" "A Level or Equivalent" 5 32 0 150 "N" 49.775 0 837
1 78 "Sem3" "M" "A Level or Equivalent" 9 32 0 60 "N" 60.875 0 1306
1 64 "Sem3" "F" "A Level or Equivalent" 2 35 2 70 "N" 47.025 0 800
1 60 "Sem3" "M" "A Level or Equivalent" 6 37 0 60 "N" 41.675 0 443
1 93 "Sem3" "M" "Lower Than A Level" 5 29 0 150 "N" 43.8 0 2261
1 87 "Sem3" "M" "HE Qualification" 10 30 0 60 "N" 74.9 0 1961
1 64 "Sem3" "M" "Lower Than A Level" 7 35 0 120 "N" 69.9 0 1835
1 69 "Sem3" "F" "A Level or Equivalent" 1 34 0 60 "N" 65.9 0 2764
0 49 "Sem3" "F" "Lower Than A Level" 3 28 1 90 "N" 43.95 0 261
1 89 "Sem3" "F" "HE Qualification" 1 30 1 150 "N" 86.15 0 1766
1 53 "Sem3" "M" "A Level or Equivalent" 11 20 0 120 "N" 44.275 0 829
1 51 "Sem3" "F" "Lower Than A Level" 7 24 0 60 "N" 52.4 0 1637
1 73 "Sem3" "M" "A Level or Equivalent" 3 33 0 60 "N" 60.35 0 968
1 71 "Sem3" "M" "Lower Than A Level" 2 33 1 60 "N" 64.575 0 703
1 76 "Sem3" "F" "A Level or Equivalent" 1 32 1 60 "N" 84.225 0 1874
1 53 "Sem3" "M" "Lower Than A Level" 8 26 2 120 "N" 55.55 0 723
1 40 "Sem3" "F" "A Level or Equivalent" 8 22 1 150 "N" 59.075 0 1614
1 89 "Sem3" "F" "Lower Than A Level" 9 30 0 60 "N" 80.725 0 1538
1 51 "Sem3" "M" "A Level or Equivalent" 9 26 1 60 "N" 41.175 0 469
1 87 "Sem3" "F" "A Level or Equivalent" 5 30 0 60 "N" 94.225 0 1308
0 44 "Sem3" "M" "A Level or Equivalent" 6 26 0 60 "N" 8.7 0 122
1 62 "Sem3" "M" "Lower Than A Level" 10 36 0 60 "N" 57.6 0 913
1 44 "Sem3" "F" "A Level or Equivalent" 11 28 1 60 "N" 81.375 0 1232
1 56 "Sem3" "M" "A Level or Equivalent" 10 43 1 60 "N" 67.775 0 655
1 44 "Sem3" "F" "Lower Than A Level" 3 23 0 120 "N" 46.7 0 1436
1 87 "Sem3" "M" "Lower Than A Level" 11 30 0 60 "N" 84.3 0 1326
1 67 "Sem3" "F" "A Level or Equivalent" 4 35 0 60 "N" 90.275 0 3138
1 62 "Sem3" "M" "A Level or Equivalent" 9 36 0 60 "N" 70.275 0 1345
1 60 "Sem3" "F" "A Level or Equivalent" 7 37 1 70 "N" 69.825 0 1694
1 51 "Sem3" "F" "Lower Than A Level" 5 22 0 150 "N" 46.125 0 2245
1 78 "Sem3" "M" "A Level or Equivalent" 2 32 1 90 "N" 61.175 0 380
1 36 "Sem3" "F" "A Level or Equivalent" 8 26 0 60 "N" 47.875 0 1779
1 69 "Sem3" "M" "Lower Than A Level" 3 34 0 90 "N" 41.65 0 916
0 42 "Sem3" "M" "A Level or Equivalent" 6 28 0 60 "N" 43.5 0 575
1 76 "Sem3" "M" "A Level or Equivalent" 11 32 1 150 "N" 73.6 0 692
1 93 "Sem3" "M" "Lower Than A Level" 7 29 0 60 "N" 94.525 0 1253
1 78 "Sem3" "M" "HE Qualification" 9 32 0 60 "N" 90.175 0 2187
1 76 "Sem3" "M" "A Level or Equivalent" 2 32 0 60 "N" 49.175 0 348
1 71 "Sem3" "M" "HE Qualification" 5 33 0 60 "N" 82.475 0 926
1 76 "Sem3" "F" "A Level or Equivalent" 8 32 1 120 "N" 70.875 0 845
1 89 "Sem3" "F" "A Level or Equivalent" 3 30 0 130 "N" 61.1 0 807
1 56 "Sem3" "F" "A Level or Equivalent" 3 43 2 120 "Y" 61.375 0 1481
1 56 "Sem3" "M" "A Level or Equivalent" 10 43 0 60 "N" 62.125 0 1356
1 53 "Sem3" "F" "A Level or Equivalent" 2 21 0 60 "N" 59.55 0 449
1 40 "Sem3" "F" "A Level or Equivalent" 6 27 2 180 "N" 48.45 0 609
1 71 "Sem3" "M" "Lower Than A Level" 6 33 0 60 "N" 66.7 0 863
1 49 "Sem3" "M" "Lower Than A Level" 9 28 1 60 "Y" 48.875 0 546
1 62 "Sem3" "F" "Lower Than A Level" 8 36 2 90 "Y" 69.025 0 925
1 91 "Sem3" "M" "A Level or Equivalent" 6 29 0 60 "N" 72.025 0 1249
1 69 "Sem3" "M" "A Level or Equivalent" 6 34 0 60 "N" 80.125 0 1373
1 69 "Sem3" "F" "Lower Than A Level" 6 34 1 120 "N" 62.85 0 2279
0 51 "Sem3" "M" "A Level or Equivalent" 6 24 2 120 "N" 0 0 389
1 87 "Sem3" "F" "HE Qualification" 2 30 0 60 "N" 69.675 0 568
1 91 "Sem3" "M" "A Level or Equivalent" 6 29 0 90 "Y" 88 0 632
1 73 "Sem3" "M" "A Level or Equivalent" 8 33 0 60 "N" 64.925 0 804
1 42 "Sem3" "M" "Lower Than A Level" 4 27 2 120 "N" 44.175 0 1839
1 64 "Sem3" "M" "A Level or Equivalent" 2 35 1 60 "N" 47.35 0 267
0 42 "Sem3" "M" "Lower Than A Level" 5 28 2 60 "N" 43.375 0 367
1 80 "Sem3" "M" "A Level or Equivalent" 4 31 1 120 "N" 45.85 0 738
1 49 "Sem3" "F" "A Level or Equivalent" 9 23 1 120 "N" 68.75 0 2387
1 67 "Sem3" "F" "Lower Than A Level" 4 35 0 60 "N" 48.225 0 998
1 56 "Sem3" "F" "HE Qualification" 4 43 0 120 "Y" 68.575 0 1033
1 42 "Sem3" "F" "Lower Than A Level" 8 28 1 60 "N" 51.975 0 1172
1 64 "Sem3" "F" "A Level or Equivalent" 3 35 1 120 "N" 41.75 0 952
0 47 "Sem3" "M" "Lower Than A Level" 5 27 0 120 "N" 54.325 0 950
0 42 "Sem3" "F" "A Level or Equivalent" 8 27 0 60 "N" 33.825 0 690
0 18 "Sem3" "F" "Lower Than A Level" 3 26 3 90 "N" 74.7 0 109
1 58 "Sem3" "M" "Lower Than A Level" 9 39 0 60 "N" 84.925 0 2663
1 67 "Sem3" "F" "Lower Than A Level" 9 35 1 120 "N" 74.65 0 1042
1 60 "Sem3" "F" "A Level or Equivalent" 3 37 0 60 "N" 59.375 0 1800
1 78 "Sem3" "F" "A Level or Equivalent" 11 32 0 60 "N" 71.975 0 2544
1 62 "Sem3" "F" "A Level or Equivalent" 2 36 0 270 "N" 57.675 0 563
1 80 "Sem3" "M" "Lower Than A Level" 3 31 0 60 "N" 59.025 0 609
1 60 "Sem3" "F" "Lower Than A Level" 10 37 2 90 "N" 76.175 0 2326
1 71 "Sem3" "F" "A Level or Equivalent" 2 33 0 60 "N" 61.75 0 858
1 84 "Sem3" "M" "A Level or Equivalent" 10 30 0 120 "N" 87.85 0 774
1 96 "Sem3" "F" "A Level or Equivalent" 7 29 0 60 "N" 95.325 0 2616
0 33 "Sem3" "F" "Lower Than A Level" 11 19 1 120 "Y" 43.025 0 1378
0 42 "Sem3" "M" "HE Qualification" 10 24 0 120 "N" 61.625 0 255
1 49 "Sem3" "M" "A Level or Equivalent" 9 26 0 60 "N" 65.6 0 1823
1 89 "Sem3" "M" "A Level or Equivalent" 10 30 1 60 "Y" 88 0 1384
1 62 "Sem3" "M" "A Level or Equivalent" 6 36 0 60 "N" 64.025 0 2311
1 93 "Sem3" "M" "A Level or Equivalent" 11 29 0 60 "N" 68.95 0 1067
1 44 "Sem3" "F" "Lower Than A Level" 10 29 0 120 "N" 52.925 0 1131
1 82 "Sem3" "M" "Lower Than A Level" 11 31 0 90 "N" 47.75 0 670
1 84 "Sem3" "F" "A Level or Equivalent" 11 30 1 120 "N" 89 0 1917
1 38 "Sem3" "M" "A Level or Equivalent" 4 26 1 90 "N" 46.575 0 297
1 100 "Sem3" "M" "Lower Than A Level" 1 29 1 60 "N" 68.775 0 1843
1 53 "Sem3" "F" "Lower Than A Level" 6 48 0 60 "N" 43 0 805
1 80 "Sem3" "M" "Lower Than A Level" 5 31 0 60 "Y" 74.575 0 1277
1 73 "Sem3" "F" "HE Qualification" 8 33 0 60 "N" 82.675 0 1441
1 91 "Sem3" "M" "HE Qualification" 8 29 1 120 "N" 75.725 0 4170
1 42 "Sem3" "M" "A Level or Equivalent" 9 24 0 180 "N" 72.85 0 700
0 33 "Sem3" "M" "Lower Than A Level" 5 26 0 60 "N" 43.85 0 1422
1 80 "Sem3" "M" "A Level or Equivalent" 10 31 2 120 "N" 73.6 0 328
1 51 "Sem3" "M" "Lower Than A Level" 6 50 0 60 "N" 66.9 0 523
1 80 "Sem3" "M" "A Level or Equivalent" 7 31 1 180 "N" 52 0 428
1 87 "Sem3" "F" "A Level or Equivalent" 5 30 0 120 "Y" 62.875 0 695
1 67 "Sem3" "M" "HE Qualification" 2 35 0 60 "N" 69.6 0 1461
1 82 "Sem3" "F" "A Level or Equivalent" 10 31 0 120 "N" 89.225 0 678
1 49 "Sem3" "F" "Lower Than A Level" 5 24 0 60 "N" 57.025 0 1701
1 71 "Sem3" "F" "A Level or Equivalent" 4 33 0 60 "N" 64.85 0 2892
1 82 "Sem3" "F" "Lower Than A Level" 5 31 0 60 "Y" 65.425 0 685
1 58 "Sem3" "F" "Lower Than A Level" 10 39 0 60 "N" 71.55 0 838
0 27 "Sem3" "M" "A Level or Equivalent" 9 23 0 60 "N" 47.6 0 188
1 51 "Sem3" "M" "A Level or Equivalent" 4 20 0 60 "N" 64.4 0 1343
1 80 "Sem3" "F" "Lower Than A Level" 4 31 0 90 "N" 57.15 0 1486
1 80 "Sem3" "M" "A Level or Equivalent" 7 31 1 240 "N" 83.475 0 598
1 87 "Sem3" "M" "Lower Than A Level" 3 30 0 60 "N" 93.025 0 2074
1 47 "Sem3" "M" "Lower Than A Level" 3 27 0 60 "N" 64.8 0 961
1 93 "Sem3" "M" "No Formal quals" 5 29 0 60 "N" 92.575 0 6202
1 33 "Sem3" "F" "Lower Than A Level" 2 27 1 180 "N" 47.775 0 3092
1 76 "Sem3" "F" "Lower Than A Level" 4 32 0 60 "Y" 66.7 0 1641
1 42 "Sem3" "M" "Lower Than A Level" 8 26 1 180 "N" 54.875 0 616
1 69 "Sem3" "M" "Lower Than A Level" 4 34 0 60 "N" 68.925 0 2518
1 76 "Sem3" "M" "Lower Than A Level" 2 32 0 120 "N" 81.55 0 1556
1 60 "Sem3" "F" "A Level or Equivalent" 11 37 0 60 "N" 62.375 0 972
1 76 "Sem3" "M" "A Level or Equivalent" 9 32 0 180 "N" 84.8 0 1469
1 100 "Sem3" "M" "A Level or Equivalent" 11 29 0 60 "N" 97.9 0 5651
1 73 "Sem3" "M" "A Level or Equivalent" 7 33 0 120 "N" 82.6 0 661
1 71 "Sem3" "M" "HE Qualification" 10 33 0 60 "N" 58.225 0 300
1 87 "Sem3" "M" "A Level or Equivalent" 5 30 1 120 "N" 69.575 0 1474
1 71 "Sem3" "M" "A Level or Equivalent" 8 33 0 60 "N" 53.225 0 1048
1 82 "Sem3" "M" "A Level or Equivalent" 4 31 0 60 "N" 76 0 817
1 73 "Sem3" "M" "Post Graduate Qualification" 1 33 0 60 "N" 77.575 0 605
1 33 "Sem3" "F" "Lower Than A Level" 4 27 0 60 "Y" 52.8 0 1448
1 42 "Sem3" "M" "HE Qualification" 10 26 0 120 "N" 61.675 0 776
1 64 "Sem3" "M" "A Level or Equivalent" 7 35 0 90 "Y" 46.425 0 458
1 91 "Sem3" "F" "A Level or Equivalent" 1 29 1 180 "N" 69.325 0 1087
1 78 "Sem3" "M" "Lower Than A Level" 11 32 0 60 "Y" 67.35 0 1179
1 67 "Sem3" "F" "A Level or Equivalent" 3 35 0 60 "N" 47.15 0 1758
1 73 "Sem3" "M" "A Level or Equivalent" 9 33 0 60 "N" 73 0 1571
1 71 "Sem3" "M" "Lower Than A Level" 3 33 1 120 "N" 54.125 0 568
1 64 "Sem3" "M" "A Level or Equivalent" 6 35 0 120 "N" 41.625 0 682
1 93 "Sem3" "F" "A Level or Equivalent" 6 29 0 60 "N" 82.6 0 2306
1 53 "Sem3" "F" "A Level or Equivalent" 5 46 0 150 "N" 41.375 0 2134
1 76 "Sem3" "M" "A Level or Equivalent" 8 32 0 120 "N" 74.45 0 873
1 71 "Sem3" "F" "HE Qualification" 3 33 0 120 "N" 73.65 0 1287
0 24 "Sem3" "M" "A Level or Equivalent" 8 18 0 120 "N" 21.95 0 634
0 47 "Sem3" "M" "A Level or Equivalent" 5 20 0 60 "N" 48.675 0 818
1 60 "Sem3" "M" "Lower Than A Level" 5 37 1 180 "N" 48.65 0 750
1 100 "Sem3" "F" "A Level or Equivalent" 7 29 1 120 "N" 93.425 0 2950
1 84 "Sem3" "F" "A Level or Equivalent" 3 30 0 60 "N" 86.85 0 787
1 96 "Sem3" "F" "A Level or Equivalent" 8 29 0 120 "N" 84.175 0 1732
1 71 "Sem3" "F" "Lower Than A Level" 6 33 0 60 "N" 73.675 0 918
1 47 "Sem3" "M" "A Level or Equivalent" 5 27 0 60 "N" 66.425 0 530
1 96 "Sem3" "M" "Lower Than A Level" 4 29 0 60 "N" 89.05 0 1901
1 64 "Sem3" "M" "Lower Than A Level" 1 35 0 120 "N" 76.225 0 1196
1 53 "Sem3" "M" "A Level or Equivalent" 6 24 0 60 "N" 59.325 0 1598
1 58 "Sem3" "M" "A Level or Equivalent" 3 39 0 120 "N" 60.075 0 1309
1 73 "Sem3" "F" "A Level or Equivalent" 4 33 0 60 "N" 80.225 0 1510
1 69 "Sem3" "M" "HE Qualification" 2 34 0 60 "N" 60.45 0 3842
1 64 "Sem3" "F" "HE Qualification" 7 35 0 60 "N" 29.35 0 945
1 89 "Sem3" "M" "A Level or Equivalent" 8 30 0 60 "N" 80.3 0 1267
0 33 "Sem3" "M" "Lower Than A Level" 5 28 0 60 "N" 27.375 0 1505
1 51 "Sem3" "F" "HE Qualification" 7 26 0 60 "N" 54.7 0 847
1 58 "Sem3" "F" "A Level or Equivalent" 11 39 0 60 "N" 62 0 1509
1 62 "Sem3" "M" "A Level or Equivalent" 7 36 0 60 "N" 68.65 0 1361
1 91 "Sem3" "F" "A Level or Equivalent" 9 29 1 120 "N" 93.825 0 1916
1 47 "Sem3" "M" "Lower Than A Level" 9 26 0 60 "N" 63.65 0 1166
1 73 "Sem3" "M" "Lower Than A Level" 1 33 0 60 "N" 69.8 0 774
1 87 "Sem3" "M" "A Level or Equivalent" 6 30 0 60 "N" 55.675 0 1200
1 33 "Sem3" "M" "Lower Than A Level" 5 28 0 60 "N" 42.35 0 631
1 69 "Sem3" "F" "Lower Than A Level" 3 34 0 120 "N" 42.85 0 423
1 93 "Sem3" "M" "A Level or Equivalent" 4 29 0 60 "Y" 79.15 0 611
